"task_completion_aggregate_id","task_aggregate_id","id","result","was_cancelled","ground_truth","created_at","updated_at","task_id","prediction","lead_time","result_count","completed_by_id","parent_prediction_id","parent_annotation_id","last_action","last_created_by_id","project_id","updated_by_id","unique_id","draft_created_at","import_id","bulk_created","country"
"636e43789455968824586073cf88398ee603191185649e1c304e7c9615027863","1b7df93021fa55a3c9291fb572edbb7d73822a12db7e6262c360a8b971bbbbb9",1612,"[{""id"": ""S4jIRA4jH-"", ""type"": ""labels"", ""value"": {""end"": 694, ""text"": ""\u00e7a marche 2200 heures par an, \u00e7a fait 91 jours. Est-ce que vous iriez investir dans un dispositif qui marche 91 jours sur 365 ?"", ""start"": 567, ""labels"": [""misleading""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""av8r1sxOoA"", ""type"": ""choices"", ""value"": {""choices"": [""Correct""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}, {""id"": ""Q4NkEyC83J"", ""type"": ""labels"", ""value"": {""end"": 853, ""text"": ""Bah qui va vouloir investir dans les \u00e9oliennes ? C'est tout b\u00eate l\u00e0, on revient au sujet central, l'\u00e9conomie. Qui va vouloir investir dans les \u00e9oliennes ? Elles sont intermittentes, c'est 2200 heures par an, j'ai retrouv\u00e9 les chiffres, \u00e7a marche 2200 heures par an, \u00e7a fait 91 jours. Est-ce que vous iriez investir dans un dispositif qui marche 91 jours sur 365 ? Moi je n'y mettrais pas un centime et puis les avantages qu'elles avaient en termes de prix vont dispara\u00eetre progressivement, c'est un jugement assez d\u00e9cisif."", ""start"": 331, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""gLISOaZ6tD"", ""type"": ""textarea"", ""value"": {""text"": [""Le facteur de charge exprime la production moyenne par rapport \u00e0 la puissance maximale sur une p\u00e9riode donn\u00e9e, tandis que la dur\u00e9e r\u00e9elle de production \u00e9lectrique (\u00e0 puissance variable) est beaucoup plus longue. Une \u00e9olienne produit de l\u2019\u00e9lectricit\u00e9 environ 85\u202f% du temps, mais pas toujours \u00e0 pleine puissance, ce qui explique que le facteur de charge (~22\u202f%) soit inf\u00e9rieur au temps de production effectif.""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""explanation""}, {""id"": ""xRK_nSippR"", ""type"": ""textarea"", ""value"": {""text"": [""En France les \u00e9oliennes ne fonctionnent que 2200 heures par an, soit 91 jours""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""claim""}, {""id"": ""HKFffYy9sJ"", ""type"": ""choices"", ""value"": {""choices"": [""Journalist""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""speaker_choice""}]",false,false,2025-04-23 15:44:53.183,2025-10-06 12:11:41.043,2340,"{}",888.9280000000001,6,7,,,,,6,7,e08138c3-d2a9-487c-bfc4-38c64bb98242,2025-04-23 15:42:47.084,,false,france
c0e08764078e89472485b9591fc9eeececc4b26b13274ce12d1214a2b7989add,"259114092b8a850b2b604b522ef06942a149e17271e0cd3f253a7a391852d41c",1217,"[{""id"": ""d87DGPkbEU"", ""type"": ""labels"", ""value"": {""end"": 1745, ""text"": ""la voiture \u00e9lectrique sera nettement moins avantageuse pour tout le monde, pour ceux qui se disent plus \u00e9cologistes que les autres, quand il va falloir aller les chercher dans le minerai. Ah bah non, on veut bien chez nous, mais chez les autres aussi. Donc voil\u00e0, ce n'est pas qu'on est contre l'\u00e9nergie \u00e9lectrique, c'est qu'on se rend bien compte que \u00e7a risque d'abord de nous co\u00fbter tr\u00e8s tr\u00e8s cher"", ""start"": 1346, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""Prv7qngbuk"", ""type"": ""labels"", ""value"": {""end"": 1980, ""text"": ""\u00c7a nous co\u00fbte d\u00e9j\u00e0 tr\u00e8s tr\u00e8s cher et que \u00e7a ne va pas nous procurer la m\u00eame vie que l'on a actuellement. Parce que pour se recharger une demi-heure, quand il y a quatre voitures devant vous \u00e0 une station, c'est au minimum deux heures"", ""start"": 1747, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""GhG2VcFBTd"", ""type"": ""labels"", ""value"": {""end"": 2529, ""text"": ""L'\u00e9lectrique pour tous est une erreur. Les d\u00e9put\u00e9s europ\u00e9ens, j'ai l'impression qu'ils ont fait un gros caprice parce qu'en 2015, il y a eu le Volsagen Gate"", ""start"": 2373, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""CUUV737gWl"", ""type"": ""choices"", ""value"": {""choices"": [""Incorrect""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}]",false,false,2025-03-18 16:30:05.053,2025-03-18 16:30:05.053,1862,"{}",275.434,4,7,,,,,6,7,e0247e3f-d318-426c-b4bd-62a6a6ae140b,2025-03-18 16:27:59.623,,false,france
"7e10b1aea41101c71a4577d032d0720d1dfbcbef0e47ad19445e389add4829e7","1b7df93021fa55a3c9291fb572edbb7d73822a12db7e6262c360a8b971bbbbb9",2101,"[{""id"": ""tZiMvls7RS"", ""type"": ""labels"", ""value"": {""end"": 694, ""text"": ""qui va vouloir investir dans les \u00e9oliennes ? C'est tout b\u00eate l\u00e0, on revient au sujet central, l'\u00e9conomie. Qui va vouloir investir dans les \u00e9oliennes ? Elles sont intermittentes, c'est 2200 heures par an, j'ai retrouv\u00e9 les chiffres, \u00e7a marche 2200 heures par an, \u00e7a fait 91 jours. Est-ce que vous iriez investir dans un dispositif qui marche 91 jours sur 365 ?"", ""start"": 335, ""labels"": [""misleading""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""Y5uzDb6LxY"", ""type"": ""textarea"", ""value"": {""text"": [""L'argument est que les \u00e9oliennes ne sont pas rentables, personne n'investit ou ne devrait investir dans cette technologie. L'affirmation est simplement contredite par les faits, il existe des investisseurs qui investissent dans les \u00e9oliennes et qui gagne de l'argent avec. Une analyse co\u00fbts-b\u00e9n\u00e9fices pour un investissement durable dans les \u00e9oliennes a montr\u00e9 que, malgr\u00e9 les co\u00fbts initiaux \u00e9lev\u00e9s, les \u00e9oliennes offrent de nombreux avantages, tant sur le plan environnemental que financier.""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""explanation""}, {""id"": ""QekVbP-ih5"", ""type"": ""choices"", ""value"": {""choices"": [""Correct""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}]",false,false,2025-07-18 11:27:14.812,2025-07-18 11:27:14.812,2340,"{}",332.857,3,15,,,,,6,15,"06114646-b8e5-416a-904a-d1a1b0d88ba1",2025-07-18 11:22:08.622,,false,france
"6b6f1bad43f1524d19eb07c6ace7b401487c187b172682cb8df143f84e302705","1b8930946a8c392c3c101869f111f3d1aed359c4aabf952de62b30d98aef1ded",1588,"[{""id"": ""KFyBYu_mTP"", ""type"": ""labels"", ""value"": {""end"": 1468, ""text"": ""D'abord, c'est une \u00e9tude qui est fond\u00e9e sur des chiffres de 1997, d'accord ? Donc le parc automobile a un peu chang\u00e9 en presque 30 ans. Un peu rajeuni. Donc c'est vraiment une escroquerie, ce chiffre"", ""start"": 1269, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""_LvBjGe3Ej"", ""type"": ""labels"", ""value"": {""end"": 1922, ""text"": ""c'est vrai que l'\u00e9cologie existe et que c'est un probl\u00e8me. Mais on doit le faire sans s\u00e9gr\u00e9gation, dans le respect de chacun. C'est-\u00e0-dire, dans un ordre r\u00e9publicain. Ce n'est pas parce qu'on a des probl\u00e8mes \u00e0 r\u00e9gler qu'on s'assied sur la R\u00e9publique et qu'on d\u00e9clenche une rupture d'\u00e9galit\u00e9. C'est incroyable ! Mais de quoi on parle ? On est en train d'interdire des gens d'acc\u00e9der \u00e0 la totalit\u00e9. On est en train de fabriquer des sous-citoyens"", ""start"": 1479, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""mjE7n2f-Ra"", ""type"": ""textarea"", ""value"": {""text"": [""https://www.santepubliquefrance.fr/determinants-de-sante/pollution-et-sante/air/documents/enquetes-etudes/impact-de-pollution-de-l-air-ambiant-sur-la-mortalite-en-france-metropolitaine.-reduction-en-lien-avec-le-confinement-du-printemps-2020-et-nouvelle""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""references""}, {""id"": ""HHBV7fY-aw"", ""type"": ""textarea"", ""value"": {""text"": [""Le chiffre de 40 000 d\u00e9c\u00e8s annuels li\u00e9s \u00e0 la pollution de l'air en France repose sur des donn\u00e9es r\u00e9centes et des m\u00e9thodologies scientifiques actuelles. Sant\u00e9 publique France a publi\u00e9 en 2021 une r\u00e9\u00e9valuation de l'impact de la pollution de l'air sur la sant\u00e9, bas\u00e9e sur des donn\u00e9es recueillies entre 2016 et 2019, confirmant ce chiffre et cette attribution.""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""explanation""}, {""id"": ""yE8Bly62-o"", ""type"": ""labels"", ""value"": {""end"": 1468, ""text"": ""c'est une \u00e9tude qui est fond\u00e9e sur des chiffres de 1997, d'accord ? Donc le parc automobile a un peu chang\u00e9 en presque 30 ans. Un peu rajeuni. Donc c'est vraiment une escroquerie, ce chiffre"", ""start"": 1278, ""labels"": [""misinformation""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""VPPj02ZIq5"", ""type"": ""choices"", ""value"": {""choices"": [""Correct""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}, {""id"": ""QV76RfSBVs"", ""type"": ""textarea"", ""value"": {""text"": [""Une \u00e9tude montre que la pollution atmosph\u00e9rique tue 40 000 personnes par an en France, mais elle est fond\u00e9e sur d'anciennes donn\u00e9es (1997) qui ne sont pas repr\u00e9sentatives du parc automobile actuel;""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""claim""}, {""id"": ""I2s3w7zqD9"", ""type"": ""choices"", ""value"": {""choices"": [""Commentator""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""speaker_choice""}]",false,false,2025-04-22 10:36:37.174,2025-09-09 10:44:00.223,2318,"{}",1063.2649999999999,8,7,,,,,6,17,"9035620d-3334-4e5a-a0f0-8e7e5470dafc",2025-04-22 10:28:20.769,,false,france
a1ba410c4daa35995888c6d8f63ace2c902b4dba51cf7f39138db530923e933e,"91bf586ee73b3c96fc27dce9e3992f1063938b1e580cff3f7322ab312edd5167",2394,"[{""id"": ""Jpq4QyiQqO"", ""type"": ""choices"", ""value"": {""choices"": [""Incorrect""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}]",false,false,2025-08-18 15:12:35.170,2025-08-18 15:12:35.170,3475,"{}",87.769,1,7,,,,,6,7,b4cb7331-7670-4094-801f-ca2cc1f2f4cb,2025-08-18 15:12:32.968,,false,france
"94d4efc8ba4fa2d01398a236813c92d134af430ba5365dc14825af99feee0d8f",e160ebb06e348015931b73072348a1c7da0f372b7aed32c0dceac7ba39476d23,2393,"[{""id"": ""Ml7B41OKkn"", ""type"": ""choices"", ""value"": {""choices"": [""Incorrect""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}]",false,false,2025-08-18 10:37:55.522,2025-08-18 10:37:55.522,3474,"{}",679.536,1,7,,,,,6,7,"261837c5-9eeb-4575-9b1b-fe432541c37e",,,false,france
"7c65fc54f00f42d372612b2bb4e49ba7f3abe2840e737229860bbab07bf51e99","53363c8322ed285b80e7287d420979e87ee84fee82d5f7e70d491df28df4418e",2211,"[{""id"": ""4v7hzdd5Q5"", ""type"": ""labels"", ""value"": {""end"": 2026, ""text"": ""On voit ce qu'est aujourd'hui l'\u00e9cologie, c'est quand m\u00eame du gauchisme radical. En r\u00e9alit\u00e9, bien souvent en tout cas, il y a une question \u00e9cologique qui est tr\u00e8s importante mais malheureusement les militants \u00e9cologistes sont des gauchistes radicaux. Je ne sais plus quelle \u00e9tait votre question mais de toute mani\u00e8re on est dans une farce. C'est le coup d'\u00e9clat permanent, le buzz permanent ? Oui, dans une farce absolue avec des gens qui se servent d'une situation dramatique pour faire leur propre trip narcissique en r\u00e9alit\u00e9 parce qu'il y a beaucoup de \u00e7a. Il y a surtout un petit c\u00f4t\u00e9 sectaire quand m\u00eame qui se d\u00e9gage. Un petit c\u00f4t\u00e9 seulement vous trouvez ? Vous voulez trouver juste un peu sectaire ? Sectaire au sens propre du terme, c'est-\u00e0-dire une vraie secte. Sur cette place-l\u00e0, on voit des gens qui sont fanatis\u00e9s. Arnaud Ben\u00e9ti le disait tout \u00e0 l'heure hors antenne, ce sont des gens qui sont fanatis\u00e9s. Ils applaudissent, ils ne savent pas vraiment pourquoi ils applaudissent. Ce sont des petits bourgeois qui vivent \u00e0 Paris, qui ne connaissent absolument rien \u00e0 la condition palestinienne au fond d'eux et donc ils vont applaudir pour se donner bonne conscience pour pouvoir dire en rentrant chez eux ce soir, regardez j'ai applaudi pour les palestiniens, j'ai une bonne \u00e2me. Il y a \u00e9videmment une partie de la communaut\u00e9 musulmane qui par r\u00e9flexe communautaire se sent forc\u00e9ment en compassion avec le peuple palestinien et donc en opposition avec Isra\u00ebl. Tout \u00e7a ressemble \u00e0 une secte. Madame Greta Thunberg qui est une enfante qui est utilis\u00e9e par ses parents qui sont eux des vrais militants, activistes, extr\u00e9mistes. Ils utilisent leur fille comme un pantin, ils l'envoient un petit peu \u00e0 droite \u00e0 gauche pour servir leur cause. C'est une esp\u00e8ce de secte fanatis\u00e9 et tout le monde applaudit la reine du soir, la reine du bal. Ils vont donner de l'argent et c'est extraordinaire"", ""start"": 129, ""labels"": [""6_advocates_are_biased""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""4n1RD6WsyV"", ""type"": ""choices"", ""value"": {""choices"": [""Incorrect""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}, {""id"": ""xIUtkaWpaS"", ""type"": ""textarea"", ""value"": {""text"": [""Borderline opinion-affirmation""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""comments""}]",false,false,2025-07-25 12:58:57.692,2025-07-25 12:58:57.692,4041,"{}",224.156,3,7,,,,,6,7,"0429b5a5-8dfa-456e-8e0a-b23b33fcb929",2025-07-25 12:57:12.793,,false,france
"0e7ee7f70a223e21b10c0dad27464bebb8cc6a7f4bd5f5b7746c661a44ec7b45","000dee7a4b8ef6cd99d8f9b58dc85505ddcee214fc7f756b569f4d1477e52c5a",2395,"[{""id"": ""qTvEovg2uK"", ""type"": ""labels"", ""value"": {""end"": 942, ""text"": ""Sans avoir besoin de la bureaucratie, sans nom des ZFE et de leurs exceptions, les v\u00e9hicules polluants vont effectivement sortir naturellement peu \u00e0 peu du parc. On peut ainsi estimer qu'il restera moins de 50 000 v\u00e9hicules crit\u00e8res 3 parisiens en circulation en 2040, soit une r\u00e9duction automatique ou naturelle des polluants \u00e9mis des v\u00e9hicules de environ 90% en 2040. Les ZFE, comme leur petit fr\u00e8re le ZAN, z\u00e9ro artificialisation nette, comme les interdictions de louer 17% du parc immobilier class\u00e9 FOUG au DPE, comme la date couper\u00e9e de 2035 pour interdire les ventes de v\u00e9hicules thermiques en Europe, ce sont des mesures punitives aux effets pervers qui co\u00fbtent tr\u00e8s cher \u00e0 la France. Sur toutes ces mesures, il faut reculer et cela fera beaucoup de bien aux Fran\u00e7ais, \u00e0 notre \u00e9conomie et \u00e0 l'emploi"", ""start"": 136, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""REwOqXXIzT"", ""type"": ""labels"", ""value"": {""end"": 504, ""text"": ""Sans avoir besoin de la bureaucratie, sans nom des ZFE et de leurs exceptions, les v\u00e9hicules polluants vont effectivement sortir naturellement peu \u00e0 peu du parc. On peut ainsi estimer qu'il restera moins de 50 000 v\u00e9hicules crit\u00e8res 3 parisiens en circulation en 2040, soit une r\u00e9duction automatique ou naturelle des polluants \u00e9mis des v\u00e9hicules de environ 90% en 2040"", ""start"": 136, ""labels"": [""misleading""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""UpLJ85EvuX"", ""type"": ""choices"", ""value"": {""choices"": [""Correct""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}, {""id"": ""4j5frSdGJ2"", ""type"": ""textarea"", ""value"": {""text"": [""Le parc automobile fortement polluant diminue naturellement, et sera r\u00e9duit de 90 % \u00e0 Paris d\u2019ici 2040 sans avoir besoin de normes ni de r\u00e9glementation""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""claim""}, {""id"": ""2kHp4R07a4"", ""type"": ""choices"", ""value"": {""choices"": [""Commentator""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""speaker_choice""}, {""id"": ""2pKoTTg0MB"", ""type"": ""textarea"", ""value"": {""text"": [""https://www.eea.europa.eu/en/analysis/indicators/emissions-of-air-pollutants-from"", ""https://theicct.org/wp-content/uploads/2022/01/TRUE-Brussels-nov2021_facts-6d-TEMP_EN.pdf""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""references""}, {""id"": ""bwCtaJNg3B"", ""type"": ""textarea"", ""value"": {""text"": [""La diminution naturelle du parc polluant existe (usure, accidents, remplacement), mais elle est trop lente pour expliquer la baisse observ\u00e9e et anticip\u00e9e des v\u00e9hicules polluants en circulation. Les \u00e9valuations scientifiques attribuent les r\u00e9ductions de pollution de l\u2019air au secteur transport principalement \u00e0 l\u2019application de normes contraignantes (Euro, RDE, Euro 6d) et \u00e0 des politiques locales (ZFE, incitations). Ces mesures ont acc\u00e9l\u00e9r\u00e9 le renouvellement du parc, entra\u00eenant des baisses beaucoup plus rapides et profondes que le seul vieillissement naturel""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""explanation""}, {""id"": ""2QiASHQLJV"", ""type"": ""textarea"", ""value"": {""text"": [""Agn\u00e8s Verdier-Molini\u00e9""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""comments""}]",false,false,2025-08-18 15:55:56.818,2025-08-18 15:59:28.122,4039,"{}",1481.272,8,7,,,,,6,7,fa228e11-37a6-499a-8653-513b6dcdedd6,2025-08-18 15:17:14.499,,false,france
"37ddf59f476c7818ebfaed75035c8910926e4cabeaa1f6e6d4883c9cd331381d","11d3202a8767c047f13616ad3ca4d0318b00f7221cf09a10cb230b93a54154a6",3345,"[{""id"": ""Wd3jYmS5Zk"", ""type"": ""choices"", ""value"": {""choices"": [""Incorrect""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}]",false,false,2025-10-02 18:13:45.166,2025-10-02 18:13:45.166,6509,"{}",41.304,1,7,,,,,6,7,"86f967b3-57c7-44b3-896f-152cd14a7792",,,false,france
"36bbdd277e0f5cacf108425b74ab884b408ef08d87a18c4696de3afcbfdea513","8c3c2001a96d3c2e2ede323a6115fd7948229baa56385f69cfbaa5555f0a13e0",1584,"[{""id"": ""VMyb_6Afa1"", ""type"": ""labels"", ""value"": {""end"": 487, ""text"": ""la mobilisation qu'il y a actuellement contre les ZF, notamment la manifestation de dimanche 6 avril qui est appel\u00e9e par Alexandre Jardin et toute son organisation, et puis par les motards. En fait, c'est l'interdiction qui est faite depuis la loi de 2019 d'Edouard Philippe qui interdit \u00e0 toutes les voitures qui ont un crit\u00e8re 3 et au-del\u00e0 d'acc\u00e9der dans 43 m\u00e9tropoles, donc c'est \u00e9norme, c'est toutes les m\u00e9tropoles fran\u00e7aises, au motif qu'elles vont \u00e9mettre des gaz \u00e0 effet de serre."", ""start"": 0, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""UsTcABSsta"", ""type"": ""labels"", ""value"": {""end"": 795, ""text"": ""Les nuages, qui arrivent notamment d'Allemagne et de Pologne, et donc celle-l\u00e0, on ne peut pas leur mettre des crit\u00e8res et interdire les nuages d'avancer vers nos m\u00e9tropoles"", ""start"": 622, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""jlVjzWz-vA"", ""type"": ""labels"", ""value"": {""end"": 2165, ""text"": ""Aujourd'hui, l'\u00e9lectricit\u00e9, elle est d\u00e9carbon\u00e9e \u00e0 93%. Dans le DPE, le chauffage \u00e9lectrique est affubl\u00e9 d'un coefficient de 2,3. On se bat depuis des mois et des ann\u00e9es pour que ce coefficient disparaisse. Mais aujourd'hui, vous avez des appartements, des studios de 20 m\u00b2 qui sont en G parce qu'ils sont chauff\u00e9s \u00e0 l'\u00e9lectricit\u00e9. S'ils \u00e9taient chauff\u00e9s au fioul, ils seraient en C ou en D. Voil\u00e0 l'absurdit\u00e9 du syst\u00e8me. C'est-\u00e0-dire qu'aujourd'hui, on met des barri\u00e8res aux gens qui veulent rentrer en ville avec des diesels. Il faut savoir qu'un m\u00e9nage sur deux, d'apr\u00e8s l'INSEE, \u00e0 faible revenu, a une voiture qui a un crit\u00e8re sup\u00e9rieur \u00e0 3. Un m\u00e9nage sur deux. Et dans le m\u00eame temps, on met un malus d'\u00e9lectricit\u00e9."", ""start"": 1447, ""labels"": [""4_solutions_are_ineffective_or_harmful""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""2H6u46g53I"", ""type"": ""choices"", ""value"": {""choices"": [""Correct""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}, {""id"": ""RICbLekx9K"", ""type"": ""labels"", ""value"": {""end"": 389, ""text"": ""En fait, c'est l'interdiction qui est faite depuis la loi de 2019 d'Edouard Philippe qui interdit \u00e0 toutes les voitures qui ont un crit\u00e8re 3 et au-del\u00e0 d'acc\u00e9der dans 43 m\u00e9tropoles, donc c'est \u00e9norme"", ""start"": 190, ""labels"": [""misleading""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""PkiiFdHUHu"", ""type"": ""textarea"", ""value"": {""text"": [""Non, ce n'est pas une interdiction automatique partout : chaque m\u00e9tropole d\u00e9cide comment et quand restreindre les Crit'Air 3, 4, 5 ; Les ZFE ne ciblent pas directement les gaz \u00e0 effet de serre (CO\u2082).""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""explanation""}, {""id"": ""bDDSLSTYgk"", ""type"": ""textarea"", ""value"": {""text"": [""https://entreprendre.service-public.fr/vosdroits/F38025""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""references""}, {""id"": ""97y_PlLKdh"", ""type"": ""textarea"", ""value"": {""text"": [""Depuis la loi de 2019 d'Edouard Philippe, les voitures crit'air 3 et plus sont interdites de circulation dans 43 m\u00e9tropoles fran\u00e7aises""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""claim""}, {""id"": ""lCSebVRPau"", ""type"": ""choices"", ""value"": {""choices"": [""Guest""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""speaker_choice""}]",false,false,2025-04-22 10:12:50.184,2025-09-09 10:33:20.733,2314,"{}",2832.242,9,7,,,,,6,17,"20903db1-c35f-4d44-90d4-59c68f7bae3f",2025-04-22 10:08:10.627,,false,france
"451179d16de5a51e9aac7aea905893486e27bbd60e6f81f2505ce3973c378609","70ff0eebb0d606feacde156e1584139ef1bea0d3a5f6b100dec9cb437617a23a",1586,"[{""id"": ""vN6sNFoMyQ"", ""type"": ""labels"", ""value"": {""end"": 364, ""text"": ""On a d\u00e9j\u00e0 fait les 50% les effets sur les mati\u00e8res actives nocives"", ""start"": 298, ""labels"": [""misleading""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""AaLjiYlUXu"", ""type"": ""textarea"", ""value"": {""text"": [""L'usage total de pesticides (en quantit\u00e9) n'a pas baiss\u00e9 de 50%. Le plan \u00c9cophyto lanc\u00e9 en 2008 visait -50%, mais n'a jamais \u00e9t\u00e9 atteint. Au contraire, apr\u00e8s une baisse entre 2008 et 2014, l'usage est reparti \u00e0 la hausse entre 2014 et 2020.\n\nLa baisse d'usage des pesticides est un facteur, mais ce n'est pas le seul ni toujours le principal. La baisse de production en France est multifactorielle : changements climatiques (s\u00e9cheresses, canicules), \u00e9puisement des sols, pression \u00e9conomique...""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""explanation""}, {""id"": ""UmpgopbALa"", ""type"": ""labels"", ""value"": {""end"": 454, ""text"": ""C'est pour \u00e7a d'ailleurs qu'on est en r\u00e9gression de production en France comme en Europe"", ""start"": 366, ""labels"": [""misleading""]}, ""origin"": ""manual"", ""to_name"": ""text_to_review_misinformation"", ""from_name"": ""misinformation""}, {""id"": ""CGrQPD6FcJ"", ""type"": ""textarea"", ""value"": {""text"": [""https://www.assemblee-nationale.fr/dyn/16/rapports/cepestici/l16b2000-t1_rapport-enquete"", ""https://www.francetvinfo.fr/economie/emploi/metiers/agriculture/l-agriculture-francaise-a-genere-moins-de-90-milliards-d-euros-en-2024-en-baisse-de-7-5-sur-un-an-selon-l-insee_6951323.html""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""references""}, {""id"": ""mUJS07pqXJ"", ""type"": ""labels"", ""value"": {""end"": 454, ""text"": ""C'est pour \u00e7a d'ailleurs qu'on est en r\u00e9gression de production en France comme en Europe"", ""start"": 366, ""labels"": [""3_impacts_are_not_bad""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""cards""}, {""id"": ""qwYlPrGYiF"", ""type"": ""choices"", ""value"": {""choices"": [""Correct""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""choice""}, {""id"": ""UGg6mf0afu"", ""type"": ""choices"", ""value"": {""choices"": [""Salient""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""Salient choice""}, {""id"": ""LvchtNEM3n"", ""type"": ""textarea"", ""value"": {""text"": [""La France a d\u00e9j\u00e0 r\u00e9duit de 50% les effets des mati\u00e8res actives nocives en agriculture (les pesticides), cela a conduit \u00e0 la r\u00e9gression de la production en France et en Europe.""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""claim""}, {""id"": ""u1-w8jSW7N"", ""type"": ""choices"", ""value"": {""choices"": [""Guest""]}, ""origin"": ""manual"", ""to_name"": ""table"", ""from_name"": ""speaker_choice""}]",false,false,2025-04-22 10:25:10.414,2025-09-09 10:37:57.920,2316,"{}",997.598,9,7,,,,,6,17,"88631152-a19d-4e13-9666-b20ec2f5d87a",2025-04-22 10:17:17.590,,false,france
